k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision Accuracy(\%),Overall Accuracy(\%)
1,0.950,Klebsiella,16-23,0,0,0,0,NaN,NaN
1,0.950,Klebsiella,23-5,0,0,0,0,NaN,NaN
1,0.950,Hu Cw and Dg,16-23,10,20,0,30,33.333,33.333
1,0.950,Hu Cw and Dg,23-5,20,10,0,30,66.667,66.667
1,0.950,Ground Squirrel,16-23,114,59,1,174,65.896,65.517
1,0.950,Ground Squirrel,23-5,116,61,0,177,65.537,65.537
1,0.950,Opossum,16-23,4,2,0,6,66.667,66.667
1,0.950,Opossum,23-5,5,1,0,6,83.333,83.333
1,0.950,Cow,16-23,1574,215,0,1789,87.982,87.982
1,0.950,Cow,23-5,1565,213,1,1779,88.020,87.971
1,0.950,Deer Mouse,16-23,0,2,0,2,0.000,0.000
1,0.950,Deer Mouse,23-5,0,2,0,2,0.000,0.000
1,0.950,OVERALL,16-23,4256,2071,21,6348,67.267,67.045
1,0.950,OVERALL,23-5,4970,2620,20,7610,65.481,65.309
1,0.960,Chicken,16-23,22,18,0,40,55.000,55.000
1,0.960,Chicken,23-5,28,14,0,42,66.667,66.667
1,0.960,Sea Lion,16-23,1,1,0,2,50.000,50.000
1,0.960,Sea Lion,23-5,4,0,0,4,100.000,100.000
1,0.960,Hu and Cw,16-23,17,13,0,30,56.667,56.667
1,0.960,Hu and Cw,23-5,14,16,0,30,46.667,46.667
1,0.960,Sheep,16-23,79,25,0,104,75.962,75.962
1,0.960,Sheep,23-5,78,19,1,98,80.412,79.592
1,0.960,Hu and Dg,16-23,19,13,0,32,59.375,59.375
1,0.960,Hu and Dg,23-5,20,10,0,30,66.667,66.667
1,0.960,Common Loon,16-23,2,0,0,2,100.000,100.000
1,0.960,Common Loon,23-5,0,2,0,2,0.000,0.000
1,0.960,Red-Winged Blackbird,16-23,2,0,0,2,100.000,100.000
1,0.960,Red-Winged Blackbird,23-5,2,0,0,2,100.000,100.000
1,0.960,Cw,16-23,17,13,0,30,56.667,56.667
1,0.960,Cw,23-5,20,10,0,30,66.667,66.667
1,0.960,Cliff Sparrow,16-23,16,12,0,28,57.143,57.143
1,0.960,Cliff Sparrow,23-5,12,17,0,29,41.379,41.379
1,0.960,Pig,16-23,21,16,0,37,56.757,56.757
1,0.960,Pig,23-5,20,14,0,34,58.824,58.824
1,0.960,Barn Owl,16-23,0,0,0,0,NaN,NaN
1,0.960,Barn Owl,23-5,2,0,0,2,100.000,100.000
1,0.960,Wild Pig,16-23,6,11,0,17,35.294,35.294
1,0.960,Wild Pig,23-5,6,4,0,10,60.000,60.000
1,0.960,Pennington Creek Water,16-23,0,341,4,345,0.000,0.000
1,0.960,Pennington Creek Water,23-5,0,445,20,465,0.000,0.000
1,0.960,Guinni,16-23,0,0,0,0,NaN,NaN
1,0.960,Guinni,23-5,0,2,0,2,0.000,0.000
1,0.960,Racoon,16-23,2,0,0,2,100.000,100.000
1,0.960,Racoon,23-5,0,3,0,3,0.000,0.000
1,0.960,Hu,16-23,23,6,0,29,79.310,79.310
1,0.960,Hu,23-5,24,7,0,31,77.419,77.419
1,0.960,Cw and Dg,16-23,11,19,0,30,36.667,36.667
1,0.960,Cw and Dg,23-5,19,11,0,30,63.333,63.333
1,0.960,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000
1,0.960,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000
1,0.960,Tree Swallow,16-23,2,0,0,2,100.000,100.000
1,0.960,Tree Swallow,23-5,2,0,0,2,100.000,100.000
1,0.960,Turkey Vulture,16-23,0,2,0,2,0.000,0.000
1,0.960,Turkey Vulture,23-5,0,3,0,3,0.000,0.000
1,0.960,Dg,16-23,10,20,0,30,33.333,33.333
1,0.960,Dg,23-5,28,2,0,30,93.333,93.333
1,0.960,Western Kingbird,16-23,0,2,0,2,0.000,0.000
1,0.960,Western Kingbird,23-5,0,2,0,2,0.000,0.000
1,0.960,White Crowned Sparrow,16-23,13,2,0,15,86.667,86.667
1,0.960,White Crowned Sparrow,23-5,8,7,0,15,53.333,53.333
1,0.960,Eared Grebe,16-23,0,0,0,0,NaN,NaN
1,0.960,Eared Grebe,23-5,2,2,0,4,50.000,50.000
1,0.960,cougar,16-23,0,1,0,1,0.000,0.000
1,0.960,cougar,23-5,0,1,0,1,0.000,0.000
1,0.960,Ocean Water,16-23,0,0,0,0,NaN,NaN
1,0.960,Ocean Water,23-5,0,10,0,10,0.000,0.000
1,0.960,Red Tailed Hawk,16-23,2,0,0,2,100.000,100.000
1,0.960,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000
1,0.960,Dog,16-23,100,38,0,138,72.464,72.464
1,0.960,Dog,23-5,152,37,0,189,80.423,80.423
1,0.960,Human,16-23,1767,108,1,1876,94.240,94.190
1,0.960,Human,23-5,2246,81,0,2327,96.519,96.519
1,0.960,Wild Turkey,16-23,18,28,0,46,39.130,39.130
1,0.960,Wild Turkey,23-5,14,25,0,39,35.897,35.897
1,0.960,Clark Grebe,16-23,0,0,0,0,NaN,NaN
1,0.960,Clark Grebe,23-5,2,0,0,2,100.000,100.000
1,0.960,Seagull,16-23,0,0,0,0,NaN,NaN
1,0.960,Seagull,23-5,55,12,0,67,82.090,82.090
1,0.960,Surf Scoter,16-23,0,0,0,0,NaN,NaN
1,0.960,Surf Scoter,23-5,2,0,0,2,100.000,100.000
1,0.960,Pigeon,16-23,153,87,0,240,63.750,63.750
1,0.960,Pigeon,23-5,196,93,2,291,67.820,67.354
1,0.960,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000
1,0.960,Pacific Ocean Water,23-5,0,49,1,50,0.000,0.000
1,0.960,Cat,16-23,41,12,0,53,77.358,77.358
1,0.960,Cat,23-5,46,17,0,63,73.016,73.016
1,0.960,Horse,16-23,21,25,0,46,45.652,45.652
1,0.960,Horse,23-5,51,36,0,87,58.621,58.621
1,0.960,orangutan,16-23,0,1,0,1,0.000,0.000
1,0.960,orangutan,23-5,0,1,0,1,0.000,0.000
1,0.960,Bat,16-23,36,1,0,37,97.297,97.297
1,0.960,Bat,23-5,37,1,0,38,97.368,97.368
1,0.960,Deer,16-23,17,4,0,21,80.952,80.952
1,0.960,Deer,23-5,18,4,0,22,81.818,81.818
1,0.960,Great Horned Owl,16-23,0,3,0,3,0.000,0.000
1,0.960,Great Horned Owl,23-5,1,6,0,7,14.286,14.286
1,0.960,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN
1,0.960,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000
1,0.960,Unknown Avian,16-23,0,2,0,2,0.000,0.000
1,0.960,Unknown Avian,23-5,0,2,0,2,0.000,0.000
1,0.960,Human UTI,16-23,115,24,0,139,82.734,82.734
1,0.960,Human UTI,23-5,128,12,1,141,91.429,90.780
1,0.960,unknown,16-23,6,5,0,11,54.545,54.545
1,0.960,unknown,23-5,8,3,0,11,72.727,72.727
1,0.960,SLO Creek Water,16-23,0,852,24,876,0.000,0.000
1,0.960,SLO Creek Water,23-5,6,1322,4,1332,0.452,0.450
1,0.960,Pig/Swine,16-23,15,11,0,26,57.692,57.692
1,0.960,Pig/Swine,23-5,13,12,0,25,52.000,52.000
1,0.960,Klebsiella,16-23,0,0,0,0,NaN,NaN
1,0.960,Klebsiella,23-5,0,0,0,0,NaN,NaN
1,0.960,Hu Cw and Dg,16-23,10,20,0,30,33.333,33.333
1,0.960,Hu Cw and Dg,23-5,20,10,0,30,66.667,66.667
1,0.960,Ground Squirrel,16-23,114,59,1,174,65.896,65.517
1,0.960,Ground Squirrel,23-5,116,61,0,177,65.537,65.537
1,0.960,Opossum,16-23,4,2,0,6,66.667,66.667
1,0.960,Opossum,23-5,5,1,0,6,83.333,83.333
1,0.960,Cow,16-23,1572,215,2,1789,87.969,87.870
1,0.960,Cow,23-5,1565,213,1,1779,88.020,87.971
1,0.960,Deer Mouse,16-23,0,2,0,2,0.000,0.000
1,0.960,Deer Mouse,23-5,0,2,0,2,0.000,0.000
1,0.960,OVERALL,16-23,4254,2062,32,6348,67.353,67.013
1,0.960,OVERALL,23-5,4970,2610,30,7610,65.567,65.309
1,0.970,Chicken,16-23,22,18,0,40,55.000,55.000
1,0.970,Chicken,23-5,28,14,0,42,66.667,66.667
1,0.970,Sea Lion,16-23,1,1,0,2,50.000,50.000
1,0.970,Sea Lion,23-5,4,0,0,4,100.000,100.000
1,0.970,Hu and Cw,16-23,17,13,0,30,56.667,56.667
1,0.970,Hu and Cw,23-5,14,16,0,30,46.667,46.667
1,0.970,Sheep,16-23,79,25,0,104,75.962,75.962
1,0.970,Sheep,23-5,78,19,1,98,80.412,79.592
1,0.970,Hu and Dg,16-23,19,13,0,32,59.375,59.375
1,0.970,Hu and Dg,23-5,20,10,0,30,66.667,66.667
1,0.970,Common Loon,16-23,2,0,0,2,100.000,100.000
1,0.970,Common Loon,23-5,0,2,0,2,0.000,0.000
1,0.970,Red-Winged Blackbird,16-23,2,0,0,2,100.000,100.000
1,0.970,Red-Winged Blackbird,23-5,2,0,0,2,100.000,100.000
1,0.970,Cw,16-23,17,13,0,30,56.667,56.667
1,0.970,Cw,23-5,20,10,0,30,66.667,66.667
1,0.970,Cliff Sparrow,16-23,16,12,0,28,57.143,57.143
1,0.970,Cliff Sparrow,23-5,12,17,0,29,41.379,41.379
1,0.970,Pig,16-23,21,16,0,37,56.757,56.757
1,0.970,Pig,23-5,20,14,0,34,58.824,58.824
1,0.970,Barn Owl,16-23,0,0,0,0,NaN,NaN
1,0.970,Barn Owl,23-5,2,0,0,2,100.000,100.000
1,0.970,Wild Pig,16-23,6,11,0,17,35.294,35.294
1,0.970,Wild Pig,23-5,6,4,0,10,60.000,60.000
1,0.970,Pennington Creek Water,16-23,0,340,5,345,0.000,0.000
1,0.970,Pennington Creek Water,23-5,0,435,30,465,0.000,0.000
1,0.970,Guinni,16-23,0,0,0,0,NaN,NaN
1,0.970,Guinni,23-5,0,2,0,2,0.000,0.000
1,0.970,Racoon,16-23,2,0,0,2,100.000,100.000
1,0.970,Racoon,23-5,0,3,0,3,0.000,0.000
1,0.970,Hu,16-23,23,6,0,29,79.310,79.310
1,0.970,Hu,23-5,24,7,0,31,77.419,77.419
1,0.970,Cw and Dg,16-23,11,19,0,30,36.667,36.667
1,0.970,Cw and Dg,23-5,19,11,0,30,63.333,63.333
1,0.970,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000
1,0.970,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000
1,0.970,Tree Swallow,16-23,2,0,0,2,100.000,100.000
1,0.970,Tree Swallow,23-5,2,0,0,2,100.000,100.000
1,0.970,Turkey Vulture,16-23,0,2,0,2,0.000,0.000
1,0.970,Turkey Vulture,23-5,0,3,0,3,0.000,0.000
1,0.970,Dg,16-23,10,20,0,30,33.333,33.333
1,0.970,Dg,23-5,28,2,0,30,93.333,93.333
1,0.970,Western Kingbird,16-23,0,2,0,2,0.000,0.000
1,0.970,Western Kingbird,23-5,0,2,0,2,0.000,0.000
1,0.970,White Crowned Sparrow,16-23,13,2,0,15,86.667,86.667
1,0.970,White Crowned Sparrow,23-5,8,7,0,15,53.333,53.333
1,0.970,Eared Grebe,16-23,0,0,0,0,NaN,NaN
1,0.970,Eared Grebe,23-5,2,2,0,4,50.000,50.000
1,0.970,cougar,16-23,0,1,0,1,0.000,0.000
1,0.970,cougar,23-5,0,1,0,1,0.000,0.000
1,0.970,Ocean Water,16-23,0,0,0,0,NaN,NaN
1,0.970,Ocean Water,23-5,0,10,0,10,0.000,0.000
1,0.970,Red Tailed Hawk,16-23,2,0,0,2,100.000,100.000
1,0.970,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000
1,0.970,Dog,16-23,100,38,0,138,72.464,72.464
1,0.970,Dog,23-5,152,37,0,189,80.423,80.423
1,0.970,Human,16-23,1767,108,1,1876,94.240,94.190
1,0.970,Human,23-5,2245,79,3,2327,96.601,96.476
1,0.970,Wild Turkey,16-23,18,28,0,46,39.130,39.130
1,0.970,Wild Turkey,23-5,14,25,0,39,35.897,35.897
1,0.970,Clark Grebe,16-23,0,0,0,0,NaN,NaN
1,0.970,Clark Grebe,23-5,2,0,0,2,100.000,100.000
1,0.970,Seagull,16-23,0,0,0,0,NaN,NaN
1,0.970,Seagull,23-5,55,12,0,67,82.090,82.090
1,0.970,Surf Scoter,16-23,0,0,0,0,NaN,NaN
1,0.970,Surf Scoter,23-5,2,0,0,2,100.000,100.000
1,0.970,Pigeon,16-23,152,86,2,240,63.866,63.333
1,0.970,Pigeon,23-5,196,93,2,291,67.820,67.354
1,0.970,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000
1,0.970,Pacific Ocean Water,23-5,0,49,1,50,0.000,0.000
1,0.970,Cat,16-23,41,12,0,53,77.358,77.358
1,0.970,Cat,23-5,46,17,0,63,73.016,73.016
1,0.970,Horse,16-23,21,25,0,46,45.652,45.652
1,0.970,Horse,23-5,51,36,0,87,58.621,58.621
1,0.970,orangutan,16-23,0,1,0,1,0.000,0.000
1,0.970,orangutan,23-5,0,1,0,1,0.000,0.000
1,0.970,Bat,16-23,36,1,0,37,97.297,97.297
1,0.970,Bat,23-5,37,1,0,38,97.368,97.368
1,0.970,Deer,16-23,17,4,0,21,80.952,80.952
1,0.970,Deer,23-5,18,4,0,22,81.818,81.818
1,0.970,Great Horned Owl,16-23,0,3,0,3,0.000,0.000
1,0.970,Great Horned Owl,23-5,1,6,0,7,14.286,14.286
1,0.970,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN
1,0.970,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000
1,0.970,Unknown Avian,16-23,0,2,0,2,0.000,0.000
1,0.970,Unknown Avian,23-5,0,2,0,2,0.000,0.000
1,0.970,Human UTI,16-23,115,24,0,139,82.734,82.734
1,0.970,Human UTI,23-5,126,12,3,141,91.304,89.362
1,0.970,unknown,16-23,6,5,0,11,54.545,54.545
1,0.970,unknown,23-5,8,3,0,11,72.727,72.727
1,0.970,SLO Creek Water,16-23,0,852,24,876,0.000,0.000
1,0.970,SLO Creek Water,23-5,6,1322,4,1332,0.452,0.450
1,0.970,Pig/Swine,16-23,15,11,0,26,57.692,57.692
1,0.970,Pig/Swine,23-5,13,11,1,25,54.167,52.000
1,0.970,Klebsiella,16-23,0,0,0,0,NaN,NaN
1,0.970,Klebsiella,23-5,0,0,0,0,NaN,NaN
1,0.970,Hu Cw and Dg,16-23,10,20,0,30,33.333,33.333
1,0.970,Hu Cw and Dg,23-5,20,10,0,30,66.667,66.667
1,0.970,Ground Squirrel,16-23,113,59,2,174,65.698,64.943
1,0.970,Ground Squirrel,23-5,116,61,0,177,65.537,65.537
1,0.970,Opossum,16-23,4,2,0,6,66.667,66.667
1,0.970,Opossum,23-5,5,1,0,6,83.333,83.333
1,0.970,Cow,16-23,1568,213,8,1789,88.040,87.647
1,0.970,Cow,23-5,1564,211,4,1779,88.113,87.915
1,0.970,Deer Mouse,16-23,0,2,0,2,0.000,0.000
1,0.970,Deer Mouse,23-5,0,2,0,2,0.000,0.000
1,0.970,OVERALL,16-23,4248,2058,42,6348,67.364,66.919
1,0.970,OVERALL,23-5,4966,2595,49,7610,65.679,65.256
1,0.980,Chicken,16-23,22,18,0,40,55.000,55.000
1,0.980,Chicken,23-5,28,14,0,42,66.667,66.667
1,0.980,Sea Lion,16-23,1,1,0,2,50.000,50.000
1,0.980,Sea Lion,23-5,4,0,0,4,100.000,100.000
1,0.980,Hu and Cw,16-23,16,13,1,30,55.172,53.333
1,0.980,Hu and Cw,23-5,14,16,0,30,46.667,46.667
1,0.980,Sheep,16-23,79,25,0,104,75.962,75.962
1,0.980,Sheep,23-5,77,19,2,98,80.208,78.571
1,0.980,Hu and Dg,16-23,19,13,0,32,59.375,59.375
1,0.980,Hu and Dg,23-5,20,10,0,30,66.667,66.667
1,0.980,Common Loon,16-23,2,0,0,2,100.000,100.000
1,0.980,Common Loon,23-5,0,2,0,2,0.000,0.000
1,0.980,Red-Winged Blackbird,16-23,2,0,0,2,100.000,100.000
1,0.980,Red-Winged Blackbird,23-5,2,0,0,2,100.000,100.000
1,0.980,Cw,16-23,17,13,0,30,56.667,56.667
1,0.980,Cw,23-5,20,10,0,30,66.667,66.667
1,0.980,Cliff Sparrow,16-23,16,12,0,28,57.143,57.143
1,0.980,Cliff Sparrow,23-5,12,17,0,29,41.379,41.379
1,0.980,Pig,16-23,21,16,0,37,56.757,56.757
1,0.980,Pig,23-5,20,14,0,34,58.824,58.824
1,0.980,Barn Owl,16-23,0,0,0,0,NaN,NaN
1,0.980,Barn Owl,23-5,2,0,0,2,100.000,100.000
1,0.980,Wild Pig,16-23,6,10,1,17,37.500,35.294
1,0.980,Wild Pig,23-5,6,4,0,10,60.000,60.000
1,0.980,Pennington Creek Water,16-23,0,333,12,345,0.000,0.000
1,0.980,Pennington Creek Water,23-5,0,429,36,465,0.000,0.000
1,0.980,Guinni,16-23,0,0,0,0,NaN,NaN
1,0.980,Guinni,23-5,0,2,0,2,0.000,0.000
1,0.980,Racoon,16-23,2,0,0,2,100.000,100.000
1,0.980,Racoon,23-5,0,3,0,3,0.000,0.000
1,0.980,Hu,16-23,23,6,0,29,79.310,79.310
1,0.980,Hu,23-5,24,7,0,31,77.419,77.419
1,0.980,Cw and Dg,16-23,11,19,0,30,36.667,36.667
1,0.980,Cw and Dg,23-5,19,11,0,30,63.333,63.333
1,0.980,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000
1,0.980,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000
1,0.980,Tree Swallow,16-23,2,0,0,2,100.000,100.000
1,0.980,Tree Swallow,23-5,2,0,0,2,100.000,100.000
1,0.980,Turkey Vulture,16-23,0,2,0,2,0.000,0.000
1,0.980,Turkey Vulture,23-5,0,3,0,3,0.000,0.000
1,0.980,Dg,16-23,10,20,0,30,33.333,33.333
1,0.980,Dg,23-5,28,2,0,30,93.333,93.333
1,0.980,Western Kingbird,16-23,0,2,0,2,0.000,0.000
1,0.980,Western Kingbird,23-5,0,2,0,2,0.000,0.000
1,0.980,White Crowned Sparrow,16-23,13,2,0,15,86.667,86.667
1,0.980,White Crowned Sparrow,23-5,8,7,0,15,53.333,53.333
1,0.980,Eared Grebe,16-23,0,0,0,0,NaN,NaN
1,0.980,Eared Grebe,23-5,2,2,0,4,50.000,50.000
1,0.980,cougar,16-23,0,1,0,1,0.000,0.000
1,0.980,cougar,23-5,0,0,1,1,NaN,0.000
1,0.980,Ocean Water,16-23,0,0,0,0,NaN,NaN
1,0.980,Ocean Water,23-5,0,10,0,10,0.000,0.000
1,0.980,Red Tailed Hawk,16-23,2,0,0,2,100.000,100.000
1,0.980,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000
1,0.980,Dog,16-23,99,37,2,138,72.794,71.739
1,0.980,Dog,23-5,152,37,0,189,80.423,80.423
1,0.980,Human,16-23,1767,106,3,1876,94.341,94.190
1,0.980,Human,23-5,2245,79,3,2327,96.601,96.476
1,0.980,Wild Turkey,16-23,18,28,0,46,39.130,39.130
1,0.980,Wild Turkey,23-5,14,25,0,39,35.897,35.897
1,0.980,Clark Grebe,16-23,0,0,0,0,NaN,NaN
1,0.980,Clark Grebe,23-5,2,0,0,2,100.000,100.000
1,0.980,Seagull,16-23,0,0,0,0,NaN,NaN
1,0.980,Seagull,23-5,55,12,0,67,82.090,82.090
1,0.980,Surf Scoter,16-23,0,0,0,0,NaN,NaN
1,0.980,Surf Scoter,23-5,2,0,0,2,100.000,100.000
1,0.980,Pigeon,16-23,151,83,6,240,64.530,62.917
1,0.980,Pigeon,23-5,195,91,5,291,68.182,67.010
1,0.980,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000
1,0.980,Pacific Ocean Water,23-5,0,45,5,50,0.000,0.000
1,0.980,Cat,16-23,41,12,0,53,77.358,77.358
1,0.980,Cat,23-5,46,17,0,63,73.016,73.016
1,0.980,Horse,16-23,21,25,0,46,45.652,45.652
1,0.980,Horse,23-5,51,36,0,87,58.621,58.621
1,0.980,orangutan,16-23,0,1,0,1,0.000,0.000
1,0.980,orangutan,23-5,0,1,0,1,0.000,0.000
1,0.980,Bat,16-23,36,1,0,37,97.297,97.297
1,0.980,Bat,23-5,37,1,0,38,97.368,97.368
1,0.980,Deer,16-23,17,4,0,21,80.952,80.952
1,0.980,Deer,23-5,18,3,1,22,85.714,81.818
1,0.980,Great Horned Owl,16-23,0,3,0,3,0.000,0.000
1,0.980,Great Horned Owl,23-5,1,6,0,7,14.286,14.286
1,0.980,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN
1,0.980,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000
1,0.980,Unknown Avian,16-23,0,2,0,2,0.000,0.000
1,0.980,Unknown Avian,23-5,0,2,0,2,0.000,0.000
1,0.980,Human UTI,16-23,115,24,0,139,82.734,82.734
1,0.980,Human UTI,23-5,126,12,3,141,91.304,89.362
1,0.980,unknown,16-23,6,5,0,11,54.545,54.545
1,0.980,unknown,23-5,8,3,0,11,72.727,72.727
1,0.980,SLO Creek Water,16-23,0,846,30,876,0.000,0.000
1,0.980,SLO Creek Water,23-5,6,1312,14,1332,0.455,0.450
1,0.980,Pig/Swine,16-23,15,11,0,26,57.692,57.692
1,0.980,Pig/Swine,23-5,13,10,2,25,56.522,52.000
1,0.980,Klebsiella,16-23,0,0,0,0,NaN,NaN
1,0.980,Klebsiella,23-5,0,0,0,0,NaN,NaN
1,0.980,Hu Cw and Dg,16-23,10,20,0,30,33.333,33.333
1,0.980,Hu Cw and Dg,23-5,20,10,0,30,66.667,66.667
1,0.980,Ground Squirrel,16-23,113,57,4,174,66.471,64.943
1,0.980,Ground Squirrel,23-5,116,61,0,177,65.537,65.537
1,0.980,Opossum,16-23,4,2,0,6,66.667,66.667
1,0.980,Opossum,23-5,5,1,0,6,83.333,83.333
1,0.980,Cow,16-23,1565,213,11,1789,88.020,87.479
1,0.980,Cow,23-5,1554,209,16,1779,88.145,87.352
1,0.980,Deer Mouse,16-23,0,2,0,2,0.000,0.000
1,0.980,Deer Mouse,23-5,0,2,0,2,0.000,0.000
1,0.980,OVERALL,16-23,4242,2036,70,6348,67.569,66.824
1,0.980,OVERALL,23-5,4954,2568,88,7610,65.860,65.099
1,0.990,Chicken,16-23,22,15,3,40,59.459,55.000
1,0.990,Chicken,23-5,28,14,0,42,66.667,66.667
1,0.990,Sea Lion,16-23,1,1,0,2,50.000,50.000
1,0.990,Sea Lion,23-5,4,0,0,4,100.000,100.000
1,0.990,Hu and Cw,16-23,16,13,1,30,55.172,53.333
1,0.990,Hu and Cw,23-5,14,16,0,30,46.667,46.667
1,0.990,Sheep,16-23,78,24,2,104,76.471,75.000
1,0.990,Sheep,23-5,77,18,3,98,81.053,78.571
1,0.990,Hu and Dg,16-23,19,13,0,32,59.375,59.375
1,0.990,Hu and Dg,23-5,20,10,0,30,66.667,66.667
1,0.990,Common Loon,16-23,2,0,0,2,100.000,100.000
1,0.990,Common Loon,23-5,0,2,0,2,0.000,0.000
1,0.990,Red-Winged Blackbird,16-23,2,0,0,2,100.000,100.000
1,0.990,Red-Winged Blackbird,23-5,2,0,0,2,100.000,100.000
1,0.990,Cw,16-23,16,13,1,30,55.172,53.333
1,0.990,Cw,23-5,20,10,0,30,66.667,66.667
1,0.990,Cliff Sparrow,16-23,16,12,0,28,57.143,57.143
1,0.990,Cliff Sparrow,23-5,12,16,1,29,42.857,41.379
1,0.990,Pig,16-23,21,16,0,37,56.757,56.757
1,0.990,Pig,23-5,20,13,1,34,60.606,58.824
1,0.990,Barn Owl,16-23,0,0,0,0,NaN,NaN
1,0.990,Barn Owl,23-5,2,0,0,2,100.000,100.000
1,0.990,Wild Pig,16-23,6,10,1,17,37.500,35.294
1,0.990,Wild Pig,23-5,6,3,1,10,66.667,60.000
1,0.990,Pennington Creek Water,16-23,0,312,33,345,0.000,0.000
1,0.990,Pennington Creek Water,23-5,0,391,74,465,0.000,0.000
1,0.990,Guinni,16-23,0,0,0,0,NaN,NaN
1,0.990,Guinni,23-5,0,2,0,2,0.000,0.000
1,0.990,Racoon,16-23,2,0,0,2,100.000,100.000
1,0.990,Racoon,23-5,0,3,0,3,0.000,0.000
1,0.990,Hu,16-23,23,6,0,29,79.310,79.310
1,0.990,Hu,23-5,24,7,0,31,77.419,77.419
1,0.990,Cw and Dg,16-23,11,19,0,30,36.667,36.667
1,0.990,Cw and Dg,23-5,19,11,0,30,63.333,63.333
1,0.990,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000
1,0.990,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000
1,0.990,Tree Swallow,16-23,2,0,0,2,100.000,100.000
1,0.990,Tree Swallow,23-5,2,0,0,2,100.000,100.000
1,0.990,Turkey Vulture,16-23,0,2,0,2,0.000,0.000
1,0.990,Turkey Vulture,23-5,0,3,0,3,0.000,0.000
1,0.990,Dg,16-23,10,20,0,30,33.333,33.333
1,0.990,Dg,23-5,28,2,0,30,93.333,93.333
1,0.990,Western Kingbird,16-23,0,2,0,2,0.000,0.000
1,0.990,Western Kingbird,23-5,0,2,0,2,0.000,0.000
1,0.990,White Crowned Sparrow,16-23,13,2,0,15,86.667,86.667
1,0.990,White Crowned Sparrow,23-5,8,7,0,15,53.333,53.333
1,0.990,Eared Grebe,16-23,0,0,0,0,NaN,NaN
1,0.990,Eared Grebe,23-5,2,2,0,4,50.000,50.000
1,0.990,cougar,16-23,0,1,0,1,0.000,0.000
1,0.990,cougar,23-5,0,0,1,1,NaN,0.000
1,0.990,Ocean Water,16-23,0,0,0,0,NaN,NaN
1,0.990,Ocean Water,23-5,0,10,0,10,0.000,0.000
1,0.990,Red Tailed Hawk,16-23,2,0,0,2,100.000,100.000
1,0.990,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000
1,0.990,Dog,16-23,99,35,4,138,73.881,71.739
1,0.990,Dog,23-5,152,35,2,189,81.283,80.423
1,0.990,Human,16-23,1753,100,23,1876,94.603,93.443
1,0.990,Human,23-5,2239,75,13,2327,96.759,96.218
1,0.990,Wild Turkey,16-23,18,28,0,46,39.130,39.130
1,0.990,Wild Turkey,23-5,12,23,4,39,34.286,30.769
1,0.990,Clark Grebe,16-23,0,0,0,0,NaN,NaN
1,0.990,Clark Grebe,23-5,2,0,0,2,100.000,100.000
1,0.990,Seagull,16-23,0,0,0,0,NaN,NaN
1,0.990,Seagull,23-5,55,10,2,67,84.615,82.090
1,0.990,Surf Scoter,16-23,0,0,0,0,NaN,NaN
1,0.990,Surf Scoter,23-5,2,0,0,2,100.000,100.000
1,0.990,Pigeon,16-23,149,76,15,240,66.222,62.083
1,0.990,Pigeon,23-5,193,86,12,291,69.176,66.323
1,0.990,Pacific Ocean Water,16-23,0,41,5,46,0.000,0.000
1,0.990,Pacific Ocean Water,23-5,0,38,12,50,0.000,0.000
1,0.990,Cat,16-23,41,11,1,53,78.846,77.358
1,0.990,Cat,23-5,46,16,1,63,74.194,73.016
1,0.990,Horse,16-23,21,23,2,46,47.727,45.652
1,0.990,Horse,23-5,50,36,1,87,58.140,57.471
1,0.990,orangutan,16-23,0,1,0,1,0.000,0.000
1,0.990,orangutan,23-5,0,1,0,1,0.000,0.000
1,0.990,Bat,16-23,36,1,0,37,97.297,97.297
1,0.990,Bat,23-5,37,1,0,38,97.368,97.368
1,0.990,Deer,16-23,17,3,1,21,85.000,80.952
1,0.990,Deer,23-5,18,2,2,22,90.000,81.818
1,0.990,Great Horned Owl,16-23,0,3,0,3,0.000,0.000
1,0.990,Great Horned Owl,23-5,1,6,0,7,14.286,14.286
